Time,Motion,Target,Details,Cam_Position,Cam_FocalPoint,Cam_Distance,Sister1,inside/outside_1,Number_of_neighbors,Sister2,inside/outside_2,Sister2_in_Neighborhood
2.190503,Click,TissueList,20,"(132.49534066039524, -34.70702013677094, 89.86662245821026)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",107.88859600897817,-,-,-,-,-,-
2.337724,DoubleClick,TissueList,20,"(132.49534066039524, -34.70702013677094, 89.86662245821026)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",107.88859600897817,-,-,-,-,-,-
5.046718,ZoomOut,MainView,-,"(148.14180994305082, -47.06922144442171, 100.62235280429125)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",130.5452011708636,-,-,-,-,-,-
5.823519,ZoomOut,MainView,-,"(167.07403777506406, -62.02748502667914, 113.63678652304924)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",157.959693416745,-,-,-,-,-,-
5.926800,ZoomOut,MainView,-,"(189.98203345180005, -80.12698396121061, 129.3842513227464)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",191.13122903426145,-,-,-,-,-,-
6.023028,ZoomOut,MainView,-,"(217.70070822065063, -102.02737767199372, 148.43868373037998)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
7.193471,Rotate,MainView,-,"(219.72635473037838, -119.5967772072629, 120.2569640925566)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
7.287803,Rotate,MainView,-,"(186.94940282691402, -158.12104989169595, -21.58149446314247)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.2687871314564,-,-,-,-,-,-
7.401382,Rotate,MainView,-,"(139.76629672536552, -144.17266301387514, -97.2243510926146)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
7.486667,Rotate,MainView,-,"(134.84583470618293, -141.62951126730195, -103.09674186485464)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.2687871314564,-,-,-,-,-,-
7.585145,Rotate,MainView,-,"(129.19869011127378, -138.52718863597275, -109.49640857169771)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.2687871314564,-,-,-,-,-,-
7.705617,Rotate,MainView,-,"(114.28921123051603, -129.47165813604659, -124.79101364807204)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
7.813488,Rotate,MainView,-,"(96.0753091779, -116.87623743345641, -140.63651146299694)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
7.906180,Rotate,MainView,-,"(96.76089687333844, -117.37876258124093, -140.09270994904477)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
7.988853,Rotate,MainView,-,"(109.63201930075454, -126.40415023648855, -129.12610093559425)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
8.093753,Rotate,MainView,-,"(85.38000022234246, -145.26971432927974, -116.36183724205145)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145635,-,-,-,-,-,-
8.199784,Rotate,MainView,-,"(8.375130893411207, -180.25470184544366, -57.46650537044127)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
8.300350,Rotate,MainView,-,"(-0.9508938343060158, -181.84240379695186, -48.38089718760674)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145635,-,-,-,-,-,-
8.402253,Rotate,MainView,-,"(-8.69525023965339, -182.66842173236327, -40.47322267938761)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
8.495848,Rotate,MainView,-,"(-55.958919897228576, -175.8678888086271, 16.51574923376282)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,-,-,-
9.395127,Click,NeighborList,7,"(-55.958919897228576, -175.8678888086271, 16.51574923376282)","(57.988344076321205, 24.16060513775644, 38.64885890544368)",231.26878713145638,-,-,-,7,outside,0
10.514345,Rotate,MainView,-,"(-46.30347313125109, -182.29761887084865, 1.1581874208915472)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850486,-,-,-,7,outside,0
10.608021,Rotate,MainView,-,"(78.06292728156302, -169.7985135509895, -126.39547722243074)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850483,-,-,-,7,outside,0
10.707044,Rotate,MainView,-,"(119.86681117484179, -140.16664368994273, -150.52578661676145)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885048,-,-,-,7,outside,0
10.815427,Rotate,MainView,-,"(134.1131732630496, -127.20282708515501, -156.63694707137344)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885048,-,-,-,7,outside,0
10.906744,Rotate,MainView,-,"(147.8332374441099, -113.13705850171661, -161.35707936164368)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850477,-,-,-,7,outside,0
11.013422,Rotate,MainView,-,"(202.5582177600869, -34.91170310936549, -163.87835313789404)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885048,-,-,-,7,outside,0
11.126324,Rotate,MainView,-,"(225.6744384122788, 21.72529727633213, -147.5520731289675)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
11.206661,Rotate,MainView,-,"(226.18360237238966, 23.442576590729004, -146.8461908226284)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885048,-,-,-,7,outside,0
11.321697,Rotate,MainView,-,"(235.83537305093836, 73.69545551372391, -120.41870289971303)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
11.411995,Rotate,MainView,-,"(176.5153727845891, 101.7572583282232, -156.19812306521956)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885048,-,-,-,7,outside,0
11.520468,Rotate,MainView,-,"(83.53081199618762, 120.75220452305258, -173.48274322210375)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
11.627013,Rotate,MainView,-,"(69.12686116653065, 121.66853106286786, -173.01472939033556)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
11.925203,Rotate,MainView,-,"(64.32786247775407, 121.86010629811047, -172.68225250108225)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850472,-,-,-,7,outside,0
12.022583,Rotate,MainView,-,"(41.4019899124698, 121.98393095591942, -169.8653446122143)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885047,-,-,-,7,outside,0
12.114270,Rotate,MainView,-,"(2.3101532796208453, 119.04137488344841, -160.16606156913406)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850472,-,-,-,7,outside,0
12.226519,Rotate,MainView,-,"(3.578017915308, 131.6646632483636, -151.43124193006045)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
12.320237,Rotate,MainView,-,"(10.208636205073867, 168.6472482205454, -117.064408027106)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
12.420503,Rotate,MainView,-,"(12.729302287867247, 177.57639643435505, -105.99873834776226)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
12.534924,Rotate,MainView,-,"(15.12917029746202, 184.70768007980806, -95.9972176831472)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850474,-,-,-,7,outside,0
12.625827,Rotate,MainView,-,"(18.345317098141447, 192.6750207900528, -83.21324937245696)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.67632788850477,-,-,-,7,outside,0
12.725274,Rotate,MainView,-,"(19.623120526602946, 195.42505970096457, -78.29596255554326)","(74.7634666604745, 1.8715740238022747, 12.228244708659012)",220.6763278885048,-,-,-,7,outside,0
